node,node_id,node_type,bipartite,label,channel_id,channel_name,category,view_count,comments_total,author_handle,videos_count
video::N1QkRu38BFE,N1QkRu38BFE,video,1,¡YA CAYÓ ALITO MORENO! ALERTA LO DESTITUYEN DIPUTADOS VOTAN PARA SACARLO DEL SENADO! CLAUDIA INFORMA,UC2EbdGoJZwR_WvkmB0i4rMg,Alexis Burelo,News & Politics,15747.0,0,,
video::NCvoO61aIfw,NCvoO61aIfw,video,1,Ya casi! Así avanza el Aerómetro que cambiará el transporte en Guatemala,UCkXkEfAaEGxUaIT6TBBkwMw,One Life,Entertainment,26744.0,0,,
video::NcIcixCdQH4,NcIcixCdQH4,video,1,PNC garantiza seguridad a turistas que visitan el colcán de Agua,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,7681.0,0,,
video::Nc_Iy0MriYw,Nc_Iy0MriYw,video,1,🛑🛑Actualización PROVIAL🛑🛑,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,News & Politics,179.0,0,,
video::NnKpTEfhWjI,NnKpTEfhWjI,video,1,✅ ASÍ es una EXHIBICION DE BUSES EN GUATEMALA,UCDfEVbDrimcKw5lfbps915g,De todo Gt,Travel & Events,424874.0,0,,
video::O6gI0ooBM3E,O6gI0ooBM3E,video,1,¿Cómo es el tráfico en Guatemala? 56 días perdidos cada año y una emergencia nacional,UC8mJT9xUcwgEM1vaMaruysw,República TV,News & Politics,16786.0,0,,
video::OXf_VvvyIDw,OXf_VvvyIDw,video,1,Municipalidad de Guatemala 31/08/2026,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,28.0,0,,
video::OgOICSTSa7k,OgOICSTSa7k,video,1,¡DÉJAME VIVIR! GUATEMALA INTENSIFICA LA LUCHA CONTRA LA CACERÍA ILEGAL DE FAUNA SILVESTRE,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,News & Politics,6.0,0,,
video::OkXlHx0hx-8,OkXlHx0hx-8,video,1,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,14200.0,25,,
video::On7jqOm1bpg,On7jqOm1bpg,video,1,🌟Seguimos avanzando🌱,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,10.0,0,,
video::Oy6sKBhduu4,Oy6sKBhduu4,video,1,"Realizan Reunión Ordinaria de #CODEDE, 25 de febrero 2025.",UC_ONTY8RI6b-VqB-dhQ5qBQ,Camarita Castro GT,People & Blogs,84.0,0,,
video::Oztw_Hta52I,Oztw_Hta52I,video,1,TRAFICO EN GUATEMALA,UC6ZUGqkstVjgNPvxtb90d8A,CHAPINISIMO,Entertainment,2326.0,0,,
video::PMaSDoG0H1U,PMaSDoG0H1U,video,1,¿Adiós al tráfico? Así es la nueva carretera Radial 6 para Guatemala,UCMJ_FUWKr7PyXfvY55BdGZg,La Red 1061,News & Politics,60.0,0,,
video::Pg1qw0KJI4E,Pg1qw0KJI4E,video,1,"Surgen detalles de la masacre en Boca del Monte: madre de un bombero e influencer, entre víctimas",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,20503.0,0,,
video::PjmxCj-a9Hg,PjmxCj-a9Hg,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,3628.0,25,,
video::Q-MNTYsZgk4,Q-MNTYsZgk4,video,1,¿Qué ha pasado con la contaminación del aire?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,45.0,0,,
video::Q7j1OUxkn9w,Q7j1OUxkn9w,video,1,Dañan puerta del área de parqueo del Congreso,UCmoP9Lvc92Bsl4Vu90kv9GQ,InfoGT Noticias,People & Blogs,4725.0,0,,
video::Q7nhEeibBK4,Q7nhEeibBK4,video,1,Desfile navideño 2024  -   @MunicipalidaddeGuatemala-1551,UCbKjY2f2sGaghyrIeqjZvmg,ALIS MOLINA CREA,Entertainment,255.0,0,,
video::QUG4etpjgos,QUG4etpjgos,video,1,Guatemala Habla sobre la seguridad en el país,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,35.0,0,,
video::Qc_oHqe4Cjc,Qc_oHqe4Cjc,video,1,QUÉ GUARDAS EN LA CINTURA?  🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,2166.0,0,,
video::R-fRv_WoZOE,R-fRv_WoZOE,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1284.0,0,,
video::RIpKKQh26cg,RIpKKQh26cg,video,1,Ejército de Guatemala descubre túnel para fuga masiva en penal de Pavón,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,29782.0,0,,
video::RjG-y7Y2-k4,RjG-y7Y2-k4,video,1,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,239.0,0,,
video::Rk-3ks9mh3o,Rk-3ks9mh3o,video,1,CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,21.0,0,,
video::ShYWqmOpjFk,ShYWqmOpjFk,video,1,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,242.0,0,,
video::SryjaiL2B4Q,SryjaiL2B4Q,video,1,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,352.0,0,,
video::THY2YBne3QE,THY2YBne3QE,video,1,"Los ALUCINANTES autobuses de Guatemala | ""Burras""",UCECJDeK0MNapZbpaOzxrUPA,Luisito Comunica,Comedy,8190449.0,0,,
video::TSID63-IC3Y,TSID63-IC3Y,video,1,Operativo Relámpago de -PROVIAL - DGT - DIACO -  en 41 Calle Zona 8 de la ciudad Capital.,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,332.0,0,,
video::TT4qJ5FXHYE,TT4qJ5FXHYE,video,1,"I’x K’at: el primer equipo guatemalteco de pelota maya, conformado únicamente por mujeres.",UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1075.0,4,,
video::TTijnAoFnzY,TTijnAoFnzY,video,1,Conred reprograma simulacro nacional para el 24 de febrero,UCq0Cm-3SKthEySQc2JZBi1A,T13 Noticias Guatemala,News & Politics,200.0,0,,
video::TXlMv6bt25w,TXlMv6bt25w,video,1,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,2294.0,0,,
video::TnZGNY1RsJE,TnZGNY1RsJE,video,1,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,UCuc8l25EFE17DV8dD64d2AQ,HeX4EveR,People & Blogs,148.0,0,,
video::UDFS8gl80h8,UDFS8gl80h8,video,1,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,521.0,0,,
video::UTf26hS1UJ8,UTf26hS1UJ8,video,1,🚦💙 PROVIAL: Proteger y Servir,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,Education,38.0,0,,
video::UcvHq8j-J38,UcvHq8j-J38,video,1,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",UCJJ071vIw7Bu8lJmXfiVrKw,Ministerio de Finanzas Públicas Guatemala,News & Politics,222.0,0,,
video::UhL9y3KUl8E,UhL9y3KUl8E,video,1,SHAI WA: la vecina queer de Casa Presidencial,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1755.0,1,,
video::UzeOcBM9cuU,UzeOcBM9cuU,video,1,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,127.0,0,,
video::VfBrLONPnFM,VfBrLONPnFM,video,1,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,329489.0,0,,
video::VgcpKa1h_2Q,VgcpKa1h_2Q,video,1,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,UC_nkMVSKgO9PeEaZ3LbPodg,21KMuniGuate,Sports,3110.0,0,,
video::VuIl4tjeKGQ,VuIl4tjeKGQ,video,1,La ciudad sigue modernizándose para ti y tu familia.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,39168.0,0,,
video::W415t12o3DA,W415t12o3DA,video,1,Mujer con crisis nerviosa tras intento de asalto,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,4737.0,0,,
video::WIUZtitfLRw,WIUZtitfLRw,video,1,Caminar en una ciudad hecha para carros,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,422.0,6,,
video::WQcgx8rs0Qo,WQcgx8rs0Qo,video,1,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,1861.0,0,,
video::WXA2Apo79jA,WXA2Apo79jA,video,1,Resumen de atención a Emergencias CIV,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,News & Politics,29.0,0,,
video::WXgGL9rZUHo,WXgGL9rZUHo,video,1,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,190.0,0,,
video::XLkVzqqL34Q,XLkVzqqL34Q,video,1,Nueva Mega Autopista Xochi en Guatemala 🇬🇹 ¿Vale la pena? (Te ahorra hasta 3 horas),UCkXkEfAaEGxUaIT6TBBkwMw,One Life,Entertainment,44510.0,0,,
video::XVZM15KVXjM,XVZM15KVXjM,video,1,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,267.0,0,,
video::X_FAIef8qlE,X_FAIef8qlE,video,1,Cruzando la ciudad a puro Transmetro,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1140.0,1,,
video::XktDG8dmcd0,XktDG8dmcd0,video,1,Torrenciales lluvias dejan decenas de muertos y miles de evacuados,UCT4Jg8h03dD0iN3Pb5L0PMA,DW Español,News & Politics,5171.0,0,,
video::YJohmVLc9QA,YJohmVLc9QA,video,1,How to Get Around Guatemala: Complete Transportation Guide (2026),UCCM52vmXEcGzRlYyjP47PPg,Chris & Grace,Travel & Events,3897.0,0,,
video::YLFXK2c60Xc,YLFXK2c60Xc,video,1,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,200.0,0,,
video::YSsECnqTVik,YSsECnqTVik,video,1,Suscriben convenios para transferencia de fondos a CAIMUS y entidades especializadas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,15.0,0,,
video::ZHJoIah2Owo,ZHJoIah2Owo,video,1,Conoce como funciona el Sistema Conred  #laprevenciónestareadetodos,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,182.0,0,,
video::ZNwStkzWgso,ZNwStkzWgso,video,1,Elección judicial en Guatemala: Astrid Lemus y Luis Bermejo electos para corte de constitucionalidad,UC_lEiu6917IJz03TnntWUaQ,CNN en Español,News & Politics,24636.0,0,,
video::ZPBiWdHXg20,ZPBiWdHXg20,video,1,Piloto de tráiler accidentado en ruta al Atlántico era un menor y murió en el lugar,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,233632.0,0,,
video::ZS74P3DnykA,ZS74P3DnykA,video,1,"Policía Nacional Civil gradúa 3,978 nuevos agentes",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,115270.0,0,,
video::Z_pWnOi7oRw,Z_pWnOi7oRw,video,1,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,1329.0,0,,
video::ZhrDgVZkhg4,ZhrDgVZkhg4,video,1,FORMACION BRIGADA DE PROVIAL,UCnbd_gs8-e1CQ6izIYtnSig,PROVIAL GUATEMALA,People & Blogs,4419.0,0,,
video::_1VIxOLyaUQ,_1VIxOLyaUQ,video,1,Sonido de trafico y ciudad 💤 ruido de calle para dormir bebés y relajarse,UCKZ0c9xQAIokTOf4iPJd5jw,Ambient Sound Explorer,Entertainment,330057.0,0,,
video::_3kK0or6QI0,_3kK0or6QI0,video,1,PROVIAL guatemala,UCdd624oESXuVlcGtrzMWEBQ,heto009,News & Politics,2054.0,0,,
video::_Lcbi4NCHRA,_Lcbi4NCHRA,video,1,Tercer Informe General de la República,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,News & Politics,305269.0,0,,
video::_NSq2q0mzCY,_NSq2q0mzCY,video,1,42K y 21K MuniGuate 🏃🏻🏃🏻‍♀️,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,47.0,0,,
video::_cUZT7LMKE0,_cUZT7LMKE0,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2708.0,0,,
video::a2zgl-1KZwY,a2zgl-1KZwY,video,1,#CadenaNacional | Mensaje del Presidente Bernardo Arévalo a la nación,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2334.0,0,,
video::a3QGSpNx9Mg,a3QGSpNx9Mg,video,1,Guatemala ya no aguanta el tráfico… ¿Funcionará el Aerómetro?,UCHBzKtCUFwHuKFGD3bEHexQ,Entre Caminos,Travel & Events,8098.0,0,,
video::a6QFfhpY53g,a6QFfhpY53g,video,1,Provial Informa,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,49.0,0,,
video::aRKgOSxgsF0,aRKgOSxgsF0,video,1,@GobiernodeGuatemala,UCX2epzWFbtqhO1Tn2au9NXQ,luis arturo ceberg ulban,People & Blogs,2.0,0,,
video::aSbvMYJhmCc,aSbvMYJhmCc,video,1,Policía Nacional Civil,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,4346.0,0,,
video::a_kAe9IhBbo,a_kAe9IhBbo,video,1,Tráiler impacta pasarela en Aguilar Batres y provoca cierre parcial hacia la capital,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,255.0,0,,
video::ahicr7fQREY,ahicr7fQREY,video,1,Conred Podcast Episodio 9: Servidores Cívicos construyendo una cultura de prevención,UC6SA1dVHvAkc6yNS_t5cbGw,Conred,Education,65.0,0,,
video::almmnboHkwM,almmnboHkwM,video,1,Se mueve Guate 🚌,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,297.0,0,,
video::anFbrgqxdzY,anFbrgqxdzY,video,1,Horas Antes del Big One | Dentro de Ciudad de Guatemala Exactamente Antes del Terremoto (1976),UC6Y7Hk0Otm2xeX1WoHOQp6Q,Nostalgia Latina,People & Blogs,222656.0,0,,
video::aoz2j4TTl4E,aoz2j4TTl4E,video,1,Rutas Alternas a partir del lunes 03 de agosto por avances de #AeroMetroGT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,8905.0,0,,
video::bBz8nX4pMxc,bBz8nX4pMxc,video,1,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,Entertainment,1115.0,0,,
video::bMoENbSBSNs,bMoENbSBSNs,video,1,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,UCdHETJl6cR5dye5XxEyqycQ,El profe de Historia Gt,Education,1134.0,0,,
video::b_Hkrkl3adA,b_Hkrkl3adA,video,1,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,5469.0,7,,
video::bg1KCMaIrRM,bg1KCMaIrRM,video,1,"¡Atención, vecinos!",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,1965.0,0,,
video::bzosgvntOXU,bzosgvntOXU,video,1,Municipalidad de Guatemala 05/09/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,160.0,0,,
video::cl3Rpw9MstQ,cl3Rpw9MstQ,video,1,Municipalidad de Guatemala sigue trabajando,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,484.0,0,,
video::cpoiRUtF9uU,cpoiRUtF9uU,video,1,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,117.0,0,,
video::csqia7f3OIE,csqia7f3OIE,video,1,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,UCzQX0cEQzCZ4ff9-P3gELug,Carlitos Gamboa,People & Blogs,509.0,0,,
video::d-V_Aw1t6nI,d-V_Aw1t6nI,video,1,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,People & Blogs,1643.0,0,,
video::dJcNu9YYwh4,dJcNu9YYwh4,video,1,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,1061.0,0,,
video::dLctzx8qCgA,dLctzx8qCgA,video,1,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,UCYaMaLJVbMlLwpPACbxPUuQ,Alan Delmonte,Education,108616.0,0,,
video::dWhSTyhegeQ,dWhSTyhegeQ,video,1,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,UCrAoF9-9Vvb9_zK0t-m2Rhg,La Hora,News & Politics,341.0,0,,
video::dccwBXfxxiI,dccwBXfxxiI,video,1,¡Espacios iluminados y seguros!,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,38773.0,0,,
video::dsyLiSCrwcU,dsyLiSCrwcU,video,1,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",UCH1AYkCs1GpNK_xUwFYTsaQ,Cronos Time GT,Education,701.0,0,,
video::dvy9rQpqLWY,dvy9rQpqLWY,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,959.0,0,,
video::dya9nbxqWXE,dya9nbxqWXE,video,1,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,UCzwR2o8LFAgAMfO0KIcFh0A,CANALES ROBOS Y MENTIRAS 💰🧐,People & Blogs,4939.0,0,,
video::ebbgBtNrRz8,ebbgBtNrRz8,video,1,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo,News & Politics,63249.0,0,,
video::ewdf3q1tuCA,ewdf3q1tuCA,video,1,INTERPOL Guatemala captura a mujer por prostituir a señoritas,UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,71048.0,0,,
video::fBljA_npiMs,fBljA_npiMs,video,1,Refuerzan acciones para prevenir y combatir la trata de personas,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,36.0,0,,
video::fenMcON-DjY,fenMcON-DjY,video,1,Encendido del Fuego Patrio y Mensaje Vicepresidencial,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,424.0,0,,
video::ffguGnMImL0,ffguGnMImL0,video,1,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,UCh4GjKBcqxOsL_Bt8gCCSLg,Gobierno de Guatemala,News & Politics,848.0,0,,
video::g0aCNpZaAZ8,g0aCNpZaAZ8,video,1,PMT de Guatemala es ejemplo para otros municipios,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,4103.0,0,,
video::gF42rhVhP8w,gF42rhVhP8w,video,1,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,Entertainment,9033.0,0,,
video::gbcggAMJczg,gbcggAMJczg,video,1,Dionel  Art s Vídeo danzando con la muerte,UCedKfsLot_SfwJrfW5OzpPg,Dionel.Art_music,People & Blogs,7.0,0,,
video::go4jAhCJS0w,go4jAhCJS0w,video,1,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,7381.0,0,,
video::hGOvuWe8P3Q,hGOvuWe8P3Q,video,1,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,UClivsn4u-h1uJkORB6PD9SQ,Vittor Blogs,News & Politics,6682.0,0,,
video::hy0mwEHr6V0,hy0mwEHr6V0,video,1,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,127595.0,0,,
video::iBX5DMQSf3s,iBX5DMQSf3s,video,1,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1264.0,0,,
video::iCbGedZRRE8,iCbGedZRRE8,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1058.0,0,,
video::iEmScdnYQdg,iEmScdnYQdg,video,1,La nueva ruta que evita El Trébol,UCmzHLdcizBNiyN5t2mEPp3A,Tráfico Sin Censura,People & Blogs,8502.0,0,,
video::iWYddxEszoM,iWYddxEszoM,video,1,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,264.0,0,,
video::iacCQ4VyWWc,iacCQ4VyWWc,video,1,"Los conservadores y los liberales, Historia de Guatemala",UC-rcR68a-aLwAnszxTG4--A,Panda 01,People & Blogs,25431.0,0,,
video::ifJFNGT4azU,ifJFNGT4azU,video,1,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,UC1B5-Dun1FHWae_rIJdfhow,Ahora Yose,People & Blogs,3631.0,0,,
video::is3Mk5oC19g,is3Mk5oC19g,video,1,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,UCt5Dw7ePnn0AqPqRF8Xpjkw,TN23 Guatemala,News & Politics,4616.0,7,,
video::j43HgwYFKfk,j43HgwYFKfk,video,1,La cooptación de Walter Mazariegos en la USAC,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,10156.0,50,,
video::j4akBH678fw,j4akBH678fw,video,1,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,649.0,0,,
video::jQGvhMPMuAI,jQGvhMPMuAI,video,1,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,214.0,0,,
video::jSw-nFh94qQ,jSw-nFh94qQ,video,1,Gobernación promueve espacios de sana convivencia,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,59.0,0,,
video::kaZgtwqwLrI,kaZgtwqwLrI,video,1,@rumzacapait @GobiernodeGuatemala,UCgRLnesCOuua3-JgFlzdS2w,TRAYECTORIA Y EXITO CON ANABELLA CORDON,People & Blogs,74.0,0,,
video::kjwvEESqSHA,kjwvEESqSHA,video,1,¿VALE la PENA VIAJAR de GUATEMALA a  XELA en BUS?  Descúbrelo,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,216172.0,0,,
video::l-mH80ygqFY,l-mH80ygqFY,video,1,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,256.0,0,,
video::lAsODhYGcTE,lAsODhYGcTE,video,1,Gobierno busca a toda costa sacar a Consuelo Porras,UCzPhFkpD8lwvlX8nGpJqdUw,Noticias VR,People & Blogs,3.0,0,,
video::lNuxq8OKCpc,lNuxq8OKCpc,video,1,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,7663.0,0,,
video::lYyGqHAL5nM,lYyGqHAL5nM,video,1,Comuna lanzó nueva imagen de la PM y PMT,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,People & Blogs,286.0,0,,
video::lj983NWyAQY,lj983NWyAQY,video,1,Plan 2032 Ciudad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,304089.0,25,,
video::lkdwGwrJKeM,lkdwGwrJKeM,video,1,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,UCeMAsS36ZiA56ZNtS8VSuOg,Un Angel Viajando,Travel & Events,5298.0,0,,
video::mCoOL2p0il4,mCoOL2p0il4,video,1,Municipalidad de Guatemala   08/08/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,118.0,0,,
video::mPtR2HskBTE,mPtR2HskBTE,video,1,Municipalidad de Guatemala   17/02/2025,UCW_PHqwqCCalvQGOEsVU0jw,Concejales de Oposición - Muni Guate,People & Blogs,729.0,0,,
video::mQH6bhmp_LY,mQH6bhmp_LY,video,1,Quorum: ¿Cómo investigamos la crisis del agua?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,142.0,0,,
video::n31eyGuRKqo,n31eyGuRKqo,video,1,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,UCGSQ821fpPy-yXL9mUmKbBg,TanGente Podcast,People & Blogs,932.0,0,,
video::n4xHxJPNr78,n4xHxJPNr78,video,1,🚫LOS FAMOSOS BUSES ESMERALDA los mas RÁPIDOS DE GUATEMALA 😱,UCDfEVbDrimcKw5lfbps915g,De todo Gt,People & Blogs,3152619.0,0,,
video::n8iP75gIpmw,n8iP75gIpmw,video,1,Qué rico come tu diputado,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,11775.0,161,,
