node,node_id,node_type,bipartite,label,channel_id,channel_name,category,view_count,comments_total,author_handle,videos_count
video::nKJhNH86HGE,nKJhNH86HGE,video,1,Se realiza taller de UNICEF sobre el plan de acción de la política pública contra la violencia sexua,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,7.0,0,,
video::nPbC8-Ebat4,nPbC8-Ebat4,video,1,Pareja de sicarios capturada tras ataque armado contra piloto de autobús,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,Science & Technology,70537.0,0,,
video::ncOU7iZR5jY,ncOU7iZR5jY,video,1,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,UCInL6HZez6Qn8IHV8Achhxw,Carlos Pineda,People & Blogs,3279.0,0,,
video::ndAZjHqzzT8,ndAZjHqzzT8,video,1,Internet: escoger el menos malo,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,717.0,12,,
video::nhhXiHI4rrw,nhhXiHI4rrw,video,1,Policía Nacional Civil participa en desfile del día del Ejército. #ProtegerYServir,UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,21534.0,0,,
video::nv6wMdQ997Q,nv6wMdQ997Q,video,1,PMT en todo,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,2107.0,0,,
video::pNInRBsPbHE,pNInRBsPbHE,video,1,Encuentro por el agua,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,185.0,0,,
video::qFsSnnRdJBg,qFsSnnRdJBg,video,1,Avanza construcción de la Estrategia Nacional de Datos Abiertos,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,11.0,0,,
video::qrdEegnTnaY,qrdEegnTnaY,video,1,XVII Promoción de Brigadas PROVIAL,UCuKuUrmHoNaJJHE27Aac9PQ,PROVIAL-CIV,People & Blogs,416.0,0,,
video::rNpBtQXUMbE,rNpBtQXUMbE,video,1,PMT es ejemplo en Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,3212.0,0,,
video::rQEb4el3Lok,rQEb4el3Lok,video,1,"Policía Nacional Civil en busca de mareros, imitadores y colaboradores de grupos delictivos",UCHsYnV67K3J0yJ4QeciVCww,PNCdeGuatemala,News & Politics,9637.0,0,,
video::rSQKmOX1Tfc,rSQKmOX1Tfc,video,1,TU VIDA VALE  PROVIAL  TIEMPO AZUL & PAOLA PÉRLOP,UCquHy3UnphbYGF62_j6W_yQ,Mosca Visión,Music,5262.0,0,,
video::rjFut_yJcr8,rjFut_yJcr8,video,1,Ministro de CIV conversó sobre los retos  actuales de la infraestructura vial en Guatemala,UC-GLagjBhWAZ3IOWFgzqIAw,Canal Antigua,News & Politics,800.0,0,,
video::s0eco-BofOs,s0eco-BofOs,video,1,¿Quiénes pagan más en Centroamérica?,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,220.0,1,,
video::sAPrXzrdstM,sAPrXzrdstM,video,1,Funciones del Ministerio de Gobernación,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,8970.0,0,,
video::soZMwC0Cj18,soZMwC0Cj18,video,1,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,1405.0,0,,
video::tEfZlrP4L5I,tEfZlrP4L5I,video,1,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,265.0,0,,
video::tK__qZZ-H5w,tK__qZZ-H5w,video,1,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,866.0,0,,
video::tXLhWHWGaao,tXLhWHWGaao,video,1,Breve historia política de Guatemala,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,People & Blogs,144134.0,0,,
video::tb6LaOWGAIo,tb6LaOWGAIo,video,1,"Guía Definitiva para viajar a Guatemala 2026 🇬🇹 Qué ver, itinerarios, precios y consejos",UC70eD0hNEwDNAfNlqfRWlGA,Welcome to el Mundo,Travel & Events,104869.0,0,,
video::tcAQGuuo_Uc,tcAQGuuo_Uc,video,1,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,2254.0,0,,
video::tg2QuZFdn4c,tg2QuZFdn4c,video,1,🔴 En Vivo |  Sesión Solemne de Consejo de Gobierno en Limón,UCLXHie0velori7_dqu8w_bQ,Presidencia de la República,News & Politics,15726.0,0,,
video::tmvTbeQNCTI,tmvTbeQNCTI,video,1,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",UCTClcvXaWXGeZheUQFTQLRw,Gente de Guate,Entertainment,15482.0,0,,
video::tqcZFVSXARQ,tqcZFVSXARQ,video,1,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1373.0,0,,
video::vA6p51f14J4,vA6p51f14J4,video,1,Horarios especiales por celebraciones de fin de año,UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,606.0,0,,
video::vCtk_0NzB3s,vCtk_0NzB3s,video,1,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,1534.0,0,,
video::vDVXM8ODuzM,vDVXM8ODuzM,video,1,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,UCaivrAhro2BpsJdrPe-IyRg,Diario de Centro América,News & Politics,214.0,0,,
video::vNUiF-stTdo,vNUiF-stTdo,video,1,resumen de noticias,UCYaCfDw7q5l_S1UHjdfzODQ,INFOM TV,News & Politics,23.0,0,,
video::vp9MPfDG6AE,vp9MPfDG6AE,video,1,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",UCVpSRoZgngfSL03Nlbjtq9A,Noti7,News & Politics,260.0,0,,
video::vqcF9RFMOLQ,vqcF9RFMOLQ,video,1,"Ciudad de Guatemala, el mejor lugar para vivir",UCXa6LVjBzUtmcM3cwbd9e2w,Municipalidad de Guatemala,News & Politics,215.0,0,,
video::w57G_5jsqtU,w57G_5jsqtU,video,1,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,UCEepOY2svuxbsJ-zsAPT9Fg,PrensaLibreOficial,News & Politics,625.0,0,,
video::wS6yC3yOAeA,wS6yC3yOAeA,video,1,Noticiero El Informativo. Nuestra semana de resultados.,UC-ZtFBHzgkYFh7whZkuR_Ag,Gobierno de la República de Guatemala,Entertainment,1383.0,0,,
video::wVncmfsugww,wVncmfsugww,video,1,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,15.0,0,,
video::wYZPaJdVuhE,wYZPaJdVuhE,video,1,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,UCDaIW3kDab95q7iCSeVAnbQ,Guatevisión,News & Politics,202.0,0,,
video::wm1f52Mvzag,wm1f52Mvzag,video,1,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,UCN5tcDI7z6vN9s3p3n_JtoQ,Jorge Ramos,News & Politics,31357.0,0,,
video::wpYwX-bGoz0,wpYwX-bGoz0,video,1,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,468.0,0,,
video::x9TPnjUeuoo,x9TPnjUeuoo,video,1,VIDEO INSTITUCIONAL PROVIAL,UCAutgrPkiLhZxTB-Ujje1fw,CIV -Ministerio de Comunicaciones,People & Blogs,2250.0,0,,
video::xEcC_aMDhAk,xEcC_aMDhAk,video,1,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,17.0,0,,
video::xQgP0n8hVSI,xQgP0n8hVSI,video,1,"Primero te usan, y cuando ya no les sirves te desechan.",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,28.0,0,,
video::x_CB0ZRLQTA,x_CB0ZRLQTA,video,1,Ricardo Quiñónez paga con nuestros impuestos netcenter,UCaFyLdpZa60tkGfjOsznHSg,AlcaldexAccidente,People & Blogs,29419.0,0,,
video::y8XMbMxMF8E,y8XMbMxMF8E,video,1,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",UC8u2nvyHewt-mjdWSj0HJmQ,Ministerio de Gobernación,News & Politics,84.0,0,,
video::yCmBtmOm6nw,yCmBtmOm6nw,video,1,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,UCgItjn_ZWFWcv1MlpKIkqgQ,IDocumenta,News & Politics,6.0,0,,
video::yLZS3JiEBg8,yLZS3JiEBg8,video,1,Arroz con pollo a la MONOPOLIO,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,News & Politics,1954.0,16,,
video::zfJlUXRSaCU,zfJlUXRSaCU,video,1,Brief Political History of Guatemala,UCo1g4EQqLwMO9RqEv1rCUpQ,Crónica Panamericana,People & Blogs,53547.0,0,,
video::zweosulrwA8,zweosulrwA8,video,1,Edén por Salud: empleo inclusivo para personas con discapacidad en Antigua | Super - Episodio 2,UCE4rsXcgDb6e1-a9iTbWzfg,Quorum,Nonprofits & Activism,52.0,1,,
video::zyA0BpEYcQU,zyA0BpEYcQU,video,1,Discusión entre conductor y jefe de la PMT,UC_Lj2naQPP8vmyDu-AEOo-w,Nuestro Mundo,People & Blogs,55349.0,0,,
author::UC-HeUTT6_g-VoiWds2a4H-w,UC-HeUTT6_g-VoiWds2a4H-w,author,0,@JorgeMunoz-gd9et,,,,,1,/@JorgeMunoz-gd9et,1.0
author::UC-Iul5tDYH_oiAMXQH-KaaQ,UC-Iul5tDYH_oiAMXQH-KaaQ,author,0,@AlbertoMancilla-p9h,,,,,1,/@AlbertoMancilla-p9h,1.0
author::UC-QOpE7GOxlXcHZ8b7HbQKA,UC-QOpE7GOxlXcHZ8b7HbQKA,author,0,@mariaalexander427,,,,,2,/@mariaalexander427,1.0
author::UC-fiZBS5Gp1eCJd9ucgWnCg,UC-fiZBS5Gp1eCJd9ucgWnCg,author,0,@Tommii.10,,,,,1,/@Tommii.10,1.0
author::UC-hfX8J5JPJ-dfuakzegMLA,UC-hfX8J5JPJ-dfuakzegMLA,author,0,@normaleticiaorozcojuarez2418,,,,,1,/@normaleticiaorozcojuarez2418,1.0
author::UC-jS_kA9w-OmpupXDx156Rg,UC-jS_kA9w-OmpupXDx156Rg,author,0,@simoncreyesc7579,,,,,1,/@simoncreyesc7579,1.0
author::UC-pNP6RMFuLg_-x7Ah_0kEA,UC-pNP6RMFuLg_-x7Ah_0kEA,author,0,@almacatalan2717,,,,,1,/@almacatalan2717,1.0
author::UC094EFEmMSdwVa8NQjjYBXg,UC094EFEmMSdwVa8NQjjYBXg,author,0,@CelestinoQuej-j7k,,,,,1,/@CelestinoQuej-j7k,1.0
author::UC0HvfEWozTHbwl_iEmJNvVA,UC0HvfEWozTHbwl_iEmJNvVA,author,0,@OttoPalencia-b7r,,,,,1,/@OttoPalencia-b7r,1.0
author::UC0RpuMwkDKJYqgKHtsJRuWQ,UC0RpuMwkDKJYqgKHtsJRuWQ,author,0,@sabinamarinaguerra3248,,,,,1,/@sabinamarinaguerra3248,1.0
author::UC0aEyakBPqcBkVJiErfSupQ,UC0aEyakBPqcBkVJiErfSupQ,author,0,@jhonymanuel9891,,,,,1,/@jhonymanuel9891,1.0
author::UC14qlobYKqD-DO0j6b75lcA,UC14qlobYKqD-DO0j6b75lcA,author,0,@megavision4488,,,,,1,/@megavision4488,1.0
author::UC1DpqK6vaPEkBOMNvypsKYg,UC1DpqK6vaPEkBOMNvypsKYg,author,0,@HectorCarranza-u4j4o,,,,,1,/@HectorCarranza-u4j4o,1.0
author::UC1NiEdJ7gk6FlDexIalWnGg,UC1NiEdJ7gk6FlDexIalWnGg,author,0,@BorisTebalán,,,,,1,/@BorisTebal%C3%A1n,1.0
author::UC1WlJfQmaIskYhP4gmWoamw,UC1WlJfQmaIskYhP4gmWoamw,author,0,@marthareiss5434,,,,,1,/@marthareiss5434,1.0
author::UC1Y7x3h0c95Z8kUhi-Tzaeg,UC1Y7x3h0c95Z8kUhi-Tzaeg,author,0,@rosadiaz9235,,,,,1,/@rosadiaz9235,1.0
author::UC1vr9aaMI2crB0NvwFHUeoQ,UC1vr9aaMI2crB0NvwFHUeoQ,author,0,@JoseSimilox-p6e,,,,,1,/@JoseSimilox-p6e,1.0
author::UC2Y_EHWQKevubk4vOEBBFxw,UC2Y_EHWQKevubk4vOEBBFxw,author,0,@alfonsomorales2653,,,,,1,/@alfonsomorales2653,1.0
author::UC2ngpd8UBQu4gcUYy0goAtg,UC2ngpd8UBQu4gcUYy0goAtg,author,0,@juliohernandez7438,,,,,1,/@juliohernandez7438,1.0
author::UC2weSE8rpqkGMOp6StYtVfg,UC2weSE8rpqkGMOp6StYtVfg,author,0,@katerynsantiago2907,,,,,1,/@katerynsantiago2907,1.0
author::UC32oozucwCF3q8d4m8fyOUg,UC32oozucwCF3q8d4m8fyOUg,author,0,@RauldejesusOlivagonzalez,,,,,1,/@RauldejesusOlivagonzalez,1.0
author::UC3E9mAgP7VoAE5mZoAexl5g,UC3E9mAgP7VoAE5mZoAexl5g,author,0,@EnnioAroche,,,,,1,/@EnnioAroche,1.0
author::UC3MYTqpQqlWBuCB7Th0e0PA,UC3MYTqpQqlWBuCB7Th0e0PA,author,0,@isaaclopez7220,,,,,1,/@isaaclopez7220,1.0
author::UC3NMzdMYryaw82kPTnsaljg,UC3NMzdMYryaw82kPTnsaljg,author,0,@marisosa7832,,,,,1,/@marisosa7832,1.0
author::UC3UVO7pTbeYvZ3ILEyRDskQ,UC3UVO7pTbeYvZ3ILEyRDskQ,author,0,@rosaelenaargueta79,,,,,1,/@rosaelenaargueta79,1.0
author::UC3XTwHxygNCgjndsg-UiCQA,UC3XTwHxygNCgjndsg-UiCQA,author,0,@marioajset4283,,,,,3,/@marioajset4283,1.0
author::UC3YpzAr7pcdKC7BVFEpYzog,UC3YpzAr7pcdKC7BVFEpYzog,author,0,@carmenfigueroa1232,,,,,1,/@carmenfigueroa1232,1.0
author::UC3iIU62XKUOWuqL8BqBzj9A,UC3iIU62XKUOWuqL8BqBzj9A,author,0,@antonioduarte2288,,,,,1,/@antonioduarte2288,1.0
author::UC3qn1yJA5PeW9rkGPatQxiw,UC3qn1yJA5PeW9rkGPatQxiw,author,0,@VICTOREST19,,,,,1,/@VICTOREST19,1.0
author::UC4Avya4kmR4Q0FrfFdBozSQ,UC4Avya4kmR4Q0FrfFdBozSQ,author,0,@davidlima1348,,,,,1,/@davidlima1348,1.0
author::UC4cXueR2bKGFJV0Fk76gwmA,UC4cXueR2bKGFJV0Fk76gwmA,author,0,@aluxdel4792,,,,,1,/@aluxdel4792,1.0
author::UC4kg7zuTfqQKLd2bkZrSYBA,UC4kg7zuTfqQKLd2bkZrSYBA,author,0,@zoilagarcia9019,,,,,1,/@zoilagarcia9019,1.0
author::UC4wq3DcbfaG6dtCqn8Oyu3w,UC4wq3DcbfaG6dtCqn8Oyu3w,author,0,@hugoasencio7764,,,,,1,/@hugoasencio7764,1.0
author::UC5H8ASmMC9WrURmzeB4ySog,UC5H8ASmMC9WrURmzeB4ySog,author,0,@ManuelEdran,,,,,5,/@ManuelEdran,1.0
author::UC5PrBbmUlQolwqmiru7yZhw,UC5PrBbmUlQolwqmiru7yZhw,author,0,@lazarochavez8269,,,,,1,/@lazarochavez8269,1.0
author::UC5PyGvSfFM--OVKmQ3COu6g,UC5PyGvSfFM--OVKmQ3COu6g,author,0,@FreddyGmez,,,,,1,/@FreddyGmez,1.0
author::UC5bG9nc_JV3FsNP2KseQiYw,UC5bG9nc_JV3FsNP2KseQiYw,author,0,@giovannirodas4836,,,,,1,/@giovannirodas4836,1.0
author::UC5fvhAfm89JH8eDFdvc0xYw,UC5fvhAfm89JH8eDFdvc0xYw,author,0,@isaidiaz2388,,,,,1,/@isaidiaz2388,1.0
author::UC5hvEnRUzI4Kfvwnyi4QxqQ,UC5hvEnRUzI4Kfvwnyi4QxqQ,author,0,@leonelsantizo5281,,,,,1,/@leonelsantizo5281,1.0
author::UC5wuDq3U3vRAhOQI3D7gNdw,UC5wuDq3U3vRAhOQI3D7gNdw,author,0,@allanreneramirezgonzalez534,,,,,1,/@allanreneramirezgonzalez534,1.0
author::UC63tFvbQ_hJhGDi2nbjssjw,UC63tFvbQ_hJhGDi2nbjssjw,author,0,@AbigailRodas-w2r,,,,,1,/@AbigailRodas-w2r,1.0
author::UC650pRT-OYzny3GwOH8Cgfw,UC650pRT-OYzny3GwOH8Cgfw,author,0,@edvinparedesherrera7632,,,,,1,/@edvinparedesherrera7632,1.0
author::UC6PvO1_k5lHKGdAPo5_C6TA,UC6PvO1_k5lHKGdAPo5_C6TA,author,0,@johnmejia992,,,,,1,/@johnmejia992,1.0
author::UC6Uj1FT5JjDSF8vudvDxPAA,UC6Uj1FT5JjDSF8vudvDxPAA,author,0,@alfredoortega9264,,,,,1,/@alfredoortega9264,1.0
author::UC6YSZqL0vEcI-niPKIMUGfw,UC6YSZqL0vEcI-niPKIMUGfw,author,0,@maxwellsales885,,,,,1,/@maxwellsales885,1.0
author::UC6xI_MOaxajIWpoP8BH6E_Q,UC6xI_MOaxajIWpoP8BH6E_Q,author,0,@jahirdiaz5862,,,,,1,/@jahirdiaz5862,1.0
author::UC72gBAtyb_VXQlYDcFrh6oQ,UC72gBAtyb_VXQlYDcFrh6oQ,author,0,@osmanmorales3012,,,,,3,/@osmanmorales3012,1.0
author::UC7IMsCxfZyWN7YQo8-JYa6Q,UC7IMsCxfZyWN7YQo8-JYa6Q,author,0,@Burgos68,,,,,2,/@Burgos68,1.0
author::UC7VUuJr9cGh845CmTvf7TlQ,UC7VUuJr9cGh845CmTvf7TlQ,author,0,@LuisCastillo-oz4df,,,,,1,/@LuisCastillo-oz4df,1.0
author::UC7dadZG7kkGYnsNu6td0FbA,UC7dadZG7kkGYnsNu6td0FbA,author,0,@lesolorzano,,,,,1,/@lesolorzano,1.0
author::UC816IGbFCZinfYS1LRDaaHg,UC816IGbFCZinfYS1LRDaaHg,author,0,@ingenieroar,,,,,1,/@ingenieroar,1.0
author::UC8F2V63KZ4ZEay6opX2hAQw,UC8F2V63KZ4ZEay6opX2hAQw,author,0,@carmenr6311,,,,,1,/@carmenr6311,1.0
author::UC8G5cJONY8L9voMyBW8Eoug,UC8G5cJONY8L9voMyBW8Eoug,author,0,@luisparedes-pw6qt,,,,,1,/@luisparedes-pw6qt,1.0
author::UC8r11yOugM2NuRfitQOxLLg,UC8r11yOugM2NuRfitQOxLLg,author,0,@cesaraugustomoralesmonroy6907,,,,,1,/@cesaraugustomoralesmonroy6907,1.0
author::UC8xlJWNHz1V_W6q3fbuQH8g,UC8xlJWNHz1V_W6q3fbuQH8g,author,0,@NormaLópez-v7e,,,,,1,/@NormaL%C3%B3pez-v7e,1.0
author::UC95PSMouTx2N5CbSq0hIyrQ,UC95PSMouTx2N5CbSq0hIyrQ,author,0,@lisss1908,,,,,1,/@lisss1908,1.0
author::UC9Wp6vL5oCU37qC3Aj94WZA,UC9Wp6vL5oCU37qC3Aj94WZA,author,0,@ManuelSanchez-b8q2z,,,,,1,/@ManuelSanchez-b8q2z,1.0
author::UC9vMq1YF-e7C-VO0SHkbUTA,UC9vMq1YF-e7C-VO0SHkbUTA,author,0,@ErvinLeonardoCarreraLatín,,,,,4,/@ErvinLeonardoCarreraLat%C3%ADn,1.0
author::UC9xr9QvIcDvoZNUX5f-jaZw,UC9xr9QvIcDvoZNUX5f-jaZw,author,0,@MariaaliciaColonmorales,,,,,1,/@MariaaliciaColonmorales,1.0
author::UCA93ym2TXs_Ibyxb4Vcn-6Q,UCA93ym2TXs_Ibyxb4Vcn-6Q,author,0,@oswaldosolis8728,,,,,1,/@oswaldosolis8728,1.0
author::UCAKuKvcbfnBD3kF5njNu-IA,UCAKuKvcbfnBD3kF5njNu-IA,author,0,@melvinlopez7096,,,,,1,/@melvinlopez7096,1.0
author::UCAV7QIjYhbDJaycQycM_0eQ,UCAV7QIjYhbDJaycQycM_0eQ,author,0,@mariavail8998,,,,,1,/@mariavail8998,1.0
author::UCAlzM_N6xBlMYmM8EBzX86Q,UCAlzM_N6xBlMYmM8EBzX86Q,author,0,@carlossoto3252,,,,,1,/@carlossoto3252,1.0
author::UCAmtbUiIrUIhikru0ZoTFig,UCAmtbUiIrUIhikru0ZoTFig,author,0,@Aura-vf6dm,,,,,1,/@Aura-vf6dm,1.0
author::UCAxvOOHQk7dYPOajzFEVtbA,UCAxvOOHQk7dYPOajzFEVtbA,author,0,@ruddydepaz322,,,,,2,/@ruddydepaz322,1.0
author::UCB5p8a5gklc80jJItP6xTHg,UCB5p8a5gklc80jJItP6xTHg,author,0,@ernestogamboa8737,,,,,1,/@ernestogamboa8737,1.0
author::UCBlm80VQ4YoV3bUJR_XhkaQ,UCBlm80VQ4YoV3bUJR_XhkaQ,author,0,@rosadiaz6945,,,,,2,/@rosadiaz6945,1.0
author::UCBtB5dIyx-C16UN8ClUD2UA,UCBtB5dIyx-C16UN8ClUD2UA,author,0,@alexmonzon4257,,,,,1,/@alexmonzon4257,1.0
author::UCCBYcToQ2dwkd6TJh0FSyDg,UCCBYcToQ2dwkd6TJh0FSyDg,author,0,@lidiarodriguez3493,,,,,1,/@lidiarodriguez3493,1.0
author::UCCUmP4PlbwgikVFpYwbtRTg,UCCUmP4PlbwgikVFpYwbtRTg,author,0,@alhvi,,,,,1,/@alhvi,1.0
author::UCCaYwkkbQGcvFoUmothVdQQ,UCCaYwkkbQGcvFoUmothVdQQ,author,0,@OsvaldoAguirre-l3i,,,,,1,/@OsvaldoAguirre-l3i,1.0
author::UCDIMztpVm7G27qBuiWuT6oQ,UCDIMztpVm7G27qBuiWuT6oQ,author,0,@lizardomorataya8274,,,,,1,/@lizardomorataya8274,1.0
author::UCDPWkUX3sNNaCx-m1dV4glA,UCDPWkUX3sNNaCx-m1dV4glA,author,0,@hectoroliva949,,,,,1,/@hectoroliva949,1.0
author::UCDQaQv0hr2SS_PO-CMEwVHg,UCDQaQv0hr2SS_PO-CMEwVHg,author,0,@federicosaquimux1933,,,,,1,/@federicosaquimux1933,1.0
author::UCDUffaruH6dyUnUGwsTKpgg,UCDUffaruH6dyUnUGwsTKpgg,author,0,@luisletona2842,,,,,1,/@luisletona2842,1.0
author::UCDftMWXQoJ6nONfY7GVOVjg,UCDftMWXQoJ6nONfY7GVOVjg,author,0,@luisgpacheco5858,,,,,1,/@luisgpacheco5858,1.0
author::UCDlr1VadSucIZgZ171pRBjQ,UCDlr1VadSucIZgZ171pRBjQ,author,0,@cuabatzjj5924,,,,,1,/@cuabatzjj5924,1.0
author::UCDrmf9y9nLgFY5wnA2hTuGA,UCDrmf9y9nLgFY5wnA2hTuGA,author,0,@laboratorio5528,,,,,1,/@laboratorio5528,1.0
author::UCEHXl4VvvVpq-_4xC5tsbhg,UCEHXl4VvvVpq-_4xC5tsbhg,author,0,@anibalg47,,,,,1,/@anibalg47,1.0
author::UCEgEQmRbtL5fwr9_DqAC--g,UCEgEQmRbtL5fwr9_DqAC--g,author,0,@ArielRodas-g5y,,,,,1,/@ArielRodas-g5y,1.0
author::UCErZPJpHmLCsXs8ZWkAUupQ,UCErZPJpHmLCsXs8ZWkAUupQ,author,0,@dorisl.garciaroche7763,,,,,1,/@dorisl.garciaroche7763,1.0
author::UCFFrEmn6lPYiWyElpfzTy5Q,UCFFrEmn6lPYiWyElpfzTy5Q,author,0,@denilsonlopez4083,,,,,1,/@denilsonlopez4083,1.0
author::UCFOxCyF926Y9eHhMeVoWLzw,UCFOxCyF926Y9eHhMeVoWLzw,author,0,@arielsarc09,,,,,1,/@arielsarc09,1.0
author::UCFUuDARXdmmIrLppEqf-rFg,UCFUuDARXdmmIrLppEqf-rFg,author,0,@allanmunoz7410,,,,,1,/@allanmunoz7410,1.0
author::UCFhxtoeARHPnXXPcDrOU3Xg,UCFhxtoeARHPnXXPcDrOU3Xg,author,0,@diegoalejandrolopezmendez205,,,,,1,/@diegoalejandrolopezmendez205,1.0
author::UCFjudnPLoaSL1BaRuLahyHg,UCFjudnPLoaSL1BaRuLahyHg,author,0,@HaroldoCastillo-rh9iw,,,,,3,/@HaroldoCastillo-rh9iw,1.0
author::UCFoIAE8k82D6AV-8gjjKaNg,UCFoIAE8k82D6AV-8gjjKaNg,author,0,@eddymunoz9789,,,,,1,/@eddymunoz9789,1.0
author::UCFxE8GbokBrBsPEKM1xrOjQ,UCFxE8GbokBrBsPEKM1xrOjQ,author,0,@JuanDavila-qd7qj,,,,,1,/@JuanDavila-qd7qj,1.0
author::UCFybmWapGvBKcQod7cPPH9w,UCFybmWapGvBKcQod7cPPH9w,author,0,@vitalianochavez8382,,,,,1,/@vitalianochavez8382,1.0
author::UCGGHbtfbbe0o68etrOf0qxw,UCGGHbtfbbe0o68etrOf0qxw,author,0,@karensussetteleonvargas9794,,,,,1,/@karensussetteleonvargas9794,1.0
author::UCGX_UbAQOXGZknv5iqklwTA,UCGX_UbAQOXGZknv5iqklwTA,author,0,@ronaldgarcia8522,,,,,1,/@ronaldgarcia8522,1.0
author::UCGZMgmM92E3njyXNe9-kjAQ,UCGZMgmM92E3njyXNe9-kjAQ,author,0,@pasionpornada,,,,,1,/@pasionpornada,1.0
author::UCGj2v6Gl5bN8NSrzJMXS-CA,UCGj2v6Gl5bN8NSrzJMXS-CA,author,0,@juliogutierrez492,,,,,1,/@juliogutierrez492,1.0
author::UCGm3gRBEHGRJYmtCryZLtDw,UCGm3gRBEHGRJYmtCryZLtDw,author,0,@JoséLopez-g6k,,,,,1,/@Jos%C3%A9Lopez-g6k,1.0
author::UCGqKxQS-z3NZzZF-2w338AA,UCGqKxQS-z3NZzZF-2w338AA,author,0,@samuelaguilar529,,,,,1,/@samuelaguilar529,1.0
author::UCGzXwyCzMzGmjmCbH3Hg01Q,UCGzXwyCzMzGmjmCbH3Hg01Q,author,0,@FidelZacarias-ph7dy,,,,,1,/@FidelZacarias-ph7dy,1.0
author::UCHGd14aYuZZShLD73dkk6mg,UCHGd14aYuZZShLD73dkk6mg,author,0,@noemiherrera3152,,,,,1,/@noemiherrera3152,1.0
author::UCHMQ_lDhibZ-XZ_3fo6oxwg,UCHMQ_lDhibZ-XZ_3fo6oxwg,author,0,@crislexrubi4387,,,,,1,/@crislexrubi4387,1.0
author::UCHTGCgY2l-DQJIvlA_cpa_Q,UCHTGCgY2l-DQJIvlA_cpa_Q,author,0,@virgiliogarcia3039,,,,,3,/@virgiliogarcia3039,2.0
author::UCHbwIx9pmQuf7i-4_xO2EpA,UCHbwIx9pmQuf7i-4_xO2EpA,author,0,@caminoseternos752,,,,,1,/@caminoseternos752,1.0
author::UCHhHUjaMAZ8SiXdCUCj9DkQ,UCHhHUjaMAZ8SiXdCUCj9DkQ,author,0,@fredymendez1786,,,,,2,/@fredymendez1786,1.0
author::UCHu8x4MVkayU6VgwVKd--MQ,UCHu8x4MVkayU6VgwVKd--MQ,author,0,@Hernandez-i1o,,,,,1,/@Hernandez-i1o,1.0
